label,text,cuisine,price_range
4,Great specials. Today was chicken tender wrap $5.99 um um good,Unknown,1.0
0,I came in for a trim and was butchered. After coming home and showering I noticed that over half my hair was gone when requesting about a quarter off. Stylist insisted on cutting more off during my cut. Ive been in tears for days. $100 haircut total waste and a year of growth gone.  Stay away from this place. \n\n*read reviews below* same issues with many other people. I just wish I read some of these reviews before I went to this place.,Unknown,1.0
1,"Overpriced, Overhyped and underwhelmed! I was terribly disappointed with my experience. The food wasn't awful, but it was uninventive and one note.  I felt like they were trying too hard to be cute and trendy, rather than focusing the flavor and providing a balanced meal.  Also while I understand that a true improvisational cuisine is hard to accomplish with a restaurant that size,  it was pretty clear they had a set menu for the night and just rotated it between the tables. For example, I noted in my restrictions \""Vegetarian, eat dairy LOVE cheese\"".  I was served no dairy what so ever.  By my third course I complained because so far my food had been mediocre, and round 3 tasted like a stew, everything was cooked in the same broth.  Not to mention I couldn't cut through the asparagus with my knife or my teeth! \n\nThe server was great, when I complained she had them make me a new course, parmesan risotto. It was better, but not creative and definitely didn't have a \""wow\"" factor.    She also brought us out a nice cheese plate on the house, which was by far the best part of the meal. Overall, I was very impressed with the service and completely underwhelmed by the food.    I have no problem paying $$$ for a stellar meal, but not for one that left me hungry and craving protein! We won't be back.",Unknown,1.0
1,"My boyfriend & I were desperate. We needed to eat something before we saw the Matsuri. So we ended up eating here. Yes, it's vegas and food is usually over priced. But at least over priced for good food! Anyway, we got a 20% discount check for this place and it still ended up overly expensive.\n\nRainbow Roll: $14\n\nAnd my bf got some kind of soup for $16.\n\nAnd we ordered soju (she told us there would be tiramisu soju but it ended up being a regular flavor soju). The soju is $18.\n\nThey included the gratuity tip to the check, it came out to be $50. Superrr expensive for pricey food. For $50, I would have went to the WYNN Buffet instead!\n\nAnyways, the food wasn't terrible but it wasn't delicious either. It was your average conveyor belt sushi. If you can, avoid this place and go somewhere with better quality of food.\n\nWill not be coming back.\n\nYes, this restaurant is extremely dead and it was on the 4th or 5th floor. And the escalators weren't working. Such a dead and ridiculous hotel. The line for check in were never-ending, the front desk to the bars in the back. It was hard to maneuver in this hotel. \n\nNo, Thanks. PASS.",Japanese,1.0
2,"Once upon a time, I actually stopped for a moment to hear out a Mill Ave promoter...\n\n\""Come in! It's only five dollars\"" shouts the peddler. I let out a hearty laugh. A cover on a Sunday night? Not I. After taking a glance at the hotties I had traveled with, the doormen obliged, and we were whisked to the second floor, feeling thirsty and excited.\n\nWe reached the summit of the staircase, with jaws held agape. This place was a ghost town. Should we leave and try to salvage our Sunday elsewhere? No, that's too risky, other bars could already be closed. So we stand in the empty lobby for a good 20 minutes, before the ladies settle for some bottle service at a table. You DO know, that's the only way to get a seat here, right? \n\nTotally. fucking. worth it. $40 lands a bottle of Strawberry Andre and a fifth of Skyy. A steal by club standards. It came complete with carafes of cranberry and pineapple-orange. My oh my, was this pretty nice. The promoter, who was equally worried about having fun himself (I like workers this genuine!) threw us some offers we couldn't refuse. I may soon be back.\n\nAtmosphere is sparse, and it could use a little upkeep. Also, there's a pole at every table, so women are apt to play stripper. They can be so trashy, yet i can't look away...\n\nAnd many drinks were had, and many skanks were laughed at. The end.",Unknown,1.0
0,"Do not stay in a regular room. Just back from room 316- the nastiest hotel room I have ever seen. I never took my shoes off. Yes, the size is super tiny, cracked sink, filthy/old shower. Maybe OK for one person. The price is very cheap, but not worth it. I did see a suite room on the same floor and it looked very nice.",Unknown,1.0
4,Quaint little establishment which serves great crepes with friendly service.  I had the dessert crepe with bananas and delicious maple syrup.  Reasonably priced and very easy to locate.,Unknown,2.0
1,"Burger was just OK, service was good, salad & dressing were nasty! Way too expensive for average food. I'd rather get a bistro salad at Trader Joe's for $4!",American,1.0
1,"Strike number three for Five Guys. No longer in my rotation. Take a seat on the bench. I'm pretty sure I can't come up with anymore baseball euphemisms... but it doesn't matter because I simply do not like these burgers and fries.\n\nI've wavered about Five Guys and I stayed away for a long time. This afternoon I was in the area and decided, hey I'll try it again. Well I might as well have just gone to Chipotle since my gut was telling me to.\n\nThis go round I ordered the Cajun fries, which come with a Cajun seasoning. It does have a kick, but to say these are amazing? No way. I was feeling pretty hungry so I went with the \""Cheeseburger\"" (two patties) and I just can't say it's that good. I think it may be the way they wrap the damn thing up so tight. It makes the burger become super soggy super fast. I just feel like I'm eating a mooshed up wanna-be burger. I'm sorry, I feel as though I shouldn't be bashing them this bad, but I'm just so disappointed.\n\nAnd overall the price just does not reflect these burgers. $11 is too much for a combo meal I don't care how many fries you over-fill my bag with.",American,1.0
4,"Tried this place with my hubby for a snack and totally fell in love with their food. It's a great cheap eat in the heart of Vegas (next to the Wynn). Make sure you taste their spicy pork tacos! They are just fantastic! (and cheap, 1 taco = $2)",Mexican,1.0
2,"So I ventured in here today for a quick nosy hoping to see what was on sale. I figured nothing in these economic times could be TOO expensive...They had a lot of their items FULL PRICE much to my disdain, but I was pleasantly surprised to find a large bin on throw pillows for 75% I personally was in need for some and bought some super cute ones for $6.00 each originally $35.00 yeah great deal!!! So I was a happy camper...I even found two that matched that weren't damaged SCORE...\n\nThey were setting up for Christmas so it was a little jumbled, but they had some cute Halloween stuff out but it was weird half the stuff was marked down and half wasn't, it was so confusing I just passed. I don't like the guessing game, either mark down the season or don't KWIM?\n\nAll in all though a typical Pier One except for how disjointed everything was it was hard to find things, and they just don't have the cute sets of furniture like they used to :(",Unknown,1.0
2,"This location is much better than some of the other downtown Pittsburgh locations, but only because the guy who makes my create your own salads is really really friendly. I love that you can create your own salad; however, for $7.99, I wish the lettuce was always at the peak of freshness. It sometimes is, it sometimes isn't.\n\nI like the variety of soups; however, if you want mac and cheese, come early because they always run out of it. The tuscan bean is good, as is the tomato bisque.\n\nThe roast beef with herbed cheese on a baguette is my favorite sandwich, and this one has never every let me down.\n\nPerhaps if the prices were a little lower, I would be more satisfied with the quality of the food.",Unknown,1.0
0,"We brought our truck in Oct. 2011 for brakes they charged   $800.00 for brakes and rotors, now it is only august 2012 and we brought it back because of pulsating of brakes and they said the rotors were warped and needed to be turned already, apparently they are not using factory recommended parts just cheap ones!!! Very disappointed.... our last brake service before combs lasted 7 years and none of our driving habits have changed.",Unknown,1.0
1,"20 oz beers OK, but  $8 for that beer, hrm. Loud thumping music makes it difficult to have a conversation - on the phone or otherwise. If you've got to wait for a plane, meh, it's alright, but wouldn't be my first choice in the future.",Unknown,1.0
3,"Let me just preface this review by saying, I really really didn't want to like Pizzeria Bianco because of all the hype I have heard about it. Unfortunately (or fortunately I suppose), I actually did like Pizzeria Bianco. While I cannot say it was the best pizza I have ever ate, it was good and I walked away a pleasantly full and happy gal.\n\nTo avoid having my opinion of Pizzeria Bianco swayed one way or the other by a potential 3 hour wait, and since I don't feel like any food is worthy of a 3 hour wait, I went with a group of 6 friends and made a reservation. My biggest advice if you are going to make a reservation, make it way before the date you want to go! It took three times calling for a reservation before I got one...last night the hostess shed some light on why...they only take one reservation for each time slot. If you do decide to go without a reservation, take advantage of drinks and apps beforehand at either Bar Bianco or Rose and Crown!\n\nPizzeria Bianco is small and tables are very close together, so if you don't like dining almost on top of the table next to you, I suggest skipping this place. Our waiter was friendly and provided good service most of the night. Coke comes in the old fashioned bottles and the alcohol selection is a bit small, but I guess the focus is really the food. Our group started with an order of the spiedini (fontina wrapped in prosciutto) and an order of the tomato and mozzarella as appetizers. Definitely if you are with a group, order at least two of the spiedini, as it only comes with two skewers which only affords each person a very small bite. The tomato and mozzarella fed our group easily, so one order for a group of 6 should be fine. The tomatoes were so fresh and juicy, and the mozzarella was super fresh as well...all and all, it was probably the best caprese I have had. Both appetizers were winners with our group. We also went through two plates of the bread and olive oil before our pizzas arrived...my only complaint was that I prefer when restaurants put a bit of seasoning in the olive oil to kick the flavor up a bit.\n\nWe ordered five pizzas...2 Biancoverdes, 1 Margherita, 1 Rosa, and 1 Sonny Boy. We probably should have just gone with four pizzas, but with five, we had leftovers for some people to take home. I really enjoyed the Biancoverde and the Margherita, although the Biancoverde was by far the heaviest of the pizzas and had intense flavors. It had a bit too much argula for my liking, but it was very good. The margherita was simple, yet tasted very fresh and had a good cheese to tomato ratio, which is very important in my book for a quality Margherita. The Rosa and Sonny Boy were hits with our group as well, although I think the Sonny Boy was probably the least favorite of the four kinds we ordered. For the two appetizers, five pizzas, a glass of wine, a coke, double expresso, and a cappucino, our bill came to $111...when we added in the tip, each person in our party of 6 paid $22. I thought that was incredibly reasonable and actually much less than I had been planning to spend.\n\nThere were a few negatives about my Pizzeria Bianco experience:\n1. Parking - the lot for PB customers was full when I arrived at 5:30 pm, so I was directed to the garage on 5th Street which was fine. However, even after getting my ticket validated at PB, it still cost me $3 to park. Not a huge thing, but I think that people turned away from the lot (which is free) should be told that they will still have to pay to park at the garage, just at a discounted rate.\n\n2. When we arrived at 6:30 (time of our reservation), we had to wait for 15 minutes for a table. Granted, not a three hour wait, but it just irks me a bit when you have reservations for a specific time and then are still made to wait.\n\n3. The table of two guys next to us were asked to leave by the hostess...she told them they could finish their beers outside or next door, but they had to leave so a party of two could be seated at their table. I have never heard of something like that happening before. Our group was a bit shocked and as my friend said, \""I guess to be a hostess here you need to have quite a pair\"". \n\n4. After we got our check, we waited over 15 minutes for someone to take it and bring the change (we paid in cash). Our waiter never actually came and got it...the hostess overheard us wondering when someone was going to come and get our money, so she picked it up and handled it for us. The funny thing was that there was a group waiting for our table outside! \n\nOverall, I would say Pizzeria Bianco is a 3.5 star establishment, but I'm giving it 4 stars (Yelp really needs half stars!) because the food exceeded my expectations in terms of quality and freshness, and our group walked away quite happy with our dining experience despite a few hiccups.",Italian,1.0
0,"I called to see how much a synthetic oil change would be, the guy said $54. I walk in literally 10 minutes later and ask for the same thing and the girl says $59. I told her the guy I talked to said $54 and that I also had a $10 off coupon from the last oil change I got at another sears location. She said they had a deal and it would be better to go with their promotion. 1 hour later they call me and say I need a new air filter , tire rotation, and coolant flush and they were having a friends and family discount so it would only be $80 for all that. I passed on that offer. I go back to pay and end up paying $54 the original quote I got on the phone. My $10 off coupon went to waste and they only offered me the F & F discount if I got all that other unnecessary stuff done yet the lady before me got the F & F discount on her oil change! I'm never coming back here or recommending this place to anyone and I hope them ripping me off was worth my loyal synthetic oil changes.",Unknown,1.0
4,"I came here and spent $40 (!) on dinner here, and you know what? It was worth every penny, if not for the desserts alone. Food was amazing (laser-cut crab legs!), and there was a very wide range of cuisines. Definitely would come again, but for lunch when it's (hopefully) cheaper.",Unknown,1.0
2,"Mixed feelings. The apetizers were PER-FECT. Like, the best fish we had had in a loooong time. But then our second courses were so underwhelming it just didn't step up to the apetizers! It's quite pricey, too, because you need 5-6 plates to make it a dinner for two. I'm still pretty sure I will give it a second try just because the fish was so amazing.",Unknown,3.0
2,"Now the Medley Buffet, We came here on a Friday for lunch for $9. We used 10k points for $10 of dine-in credit. \n\n- Like a Feast buffet but a different Chef. They took the chef from Red Rock. \n- They have a buy 1 for 2 promo Mon-Thurs only.\n- Ribs are tough.\n- I come for the Mexican food! Yum! \n- Make yourself taco fries and meatball tacos with sour cream! \n- No sushi for lunch\n- Single price is $9 with players card but at a station casino, it's $8. \n- Fried chicken is worth getting\n- Leave with an ice cream cone!\n- Good value.",Mexican,1.0
3,"So I heard this place was more \""disgusting\"" than XS.  Which means I had to go give it a try.  There is a line at about 8 o clock at this place...which means if you don't get in early, your pretty much waste your night waiting in line.  Cover was a bit more than XS, i paid $45, and when I got in I was sort of disappointed.   They have 3 levels.  The top level is a loungy area with pool tables where you can hang out.  The middle level is the main level with a decent sized dance floor and a patio that opens outdoors to a small pool.  The bottom floor is the hip hop floor which I though was a little tight and hard to get around.  The ambiance and decor is nice, but I prefer XS cause I just felt more comfortable there.",Unknown,1.0
3,"This is a solid little bakery/deli. If you know me at all, you know I love my Middle Eastern food and I love little Middle Eastern places like this. So, without being biased, I'll list what was good from this particular spot:\n\nGreat lemonade which is accented by orange flower.\n\nGreat falafel! Yes, the falafels here are wonderful and bite size!\n\nGreat pitas. A little on the pricey side for a bag of them, but I've been eating them all week and I don't feel like I wasted a penny. \n\n**They also make their own pita chips dusted with za'atar! Those with some labne would be scrumptious!**\n\nGood shawerma, got a pita sandwich with tahini and was pretty pleased.\n\nOkay hummus. Definitely not the best I've had, but much better than the plain stuff you might get from a super market.\n\nI'm definitely going back to try more! Next on my list are the spinach pies, their labne and their fresh pitas covered in za'atar.",Mediterranean,3.0
0,"As someone else mentioned, I wish I could give zero or negative 10 stars. This service is horrible. I've had Clearwire for over two years. The first year was great. As they grew and became more popular in Vegas, however, it got worse and worse.\n\nClearwire throttles heavy users. They don't admit to doing it, but they do. Usually it only happens to me at night when their usage is heaviest. Today, it's been all day long. It is worse than dial-up. I work from home and I find this intolerable.\n\nI called Clearwire and they again repeated the lie that they don't throttle (even though you can find proof from other users posted all over the Internet). I ran a speed test and, check this out. They promise 4G service. My download speed is 2.09 Mbps, upload is .28. Yes. . .point two eight. As I type this there is at least a one second lag before each letter shows up.\n\nI am so over this. Yes, it's cheap. But if you depend on being able to work online, spend the extra money for a better service. I did a lot of research and am having CenturyLink installed tomorrow. Yes, they actually gave me a next-day appointment. I've read negatives about both Cox and CenturyLink, but nothing can be as bad as Clear so I'm not worried.\n\nIf all you do is check your email and do light Internet surfing, you may be fine. But if you want to watch YouTube videos, download photos or anything normal users do, forget it. It is not worth even the small amount they charge.",Unknown,1.0
0,"Avoid this place like the plague.  Jack isn't a nice guy, he isn't dependable and he will lie straight to your face.\n\nBrought my car in because the check engine light was on and we had been told we needed to replace the timing belt.  They were the most resonably priced (what a joke that phrase turned out to be) and could have it back to us a few days.\n\nNow the nightmare began. \n\nAfter over $1,400 dollars in repairs, I picked up my car and drove home.  The following morning, same problems with the car - misfiring and the check engine light was back on.  Back to the shop we go.  Now we have new problems!  $500 later, more repairs.  The next day, car was misfiring and you guessed it, check engine light back on.\n\nBack to the shop we go!  More work (that they didn't charge us for, but I don't believe was really done) and they PROMISE the car is better than new.  \n\nRiiiiight....\n\n10 miles down the road, car is misfiring again and the check engine light is back on.  And where did we go the next morning?  Back to the shop - but this time Jack, the owner, was there.  And what an unplesant, rude, disrespectful man he is.  I cannot believe he owns a business.  He flat out lied to my face when he told me that \""Chuck\"" had drained my gas tank and found it full of gunk.  Funny, I had the same amount of gas when I dropped it off and no one had mentioned that had been done.\n\n2 days later, now we are being told the computer is fried - another $2k worth of work.  What?!?  Oh, and today Jack emptied the tank.  Interesting, as Jack told me it had been done 2 days before.  And when he did?  He \""forgot\"" to fill it back up, leaving me with fumes to make it to the gas station.\n\nThe car is now at the dealership, which is where I should have taken it to begin with.  Not trust some shady, rude, liar.  \n\nI wouldn't take a Barbie car to this \""repair\"" shop.  Hopefully they won't be in business much longer and won't be ripping off other people.",Unknown,1.0
0,"Food (chips & salsa, pulled chicken burrito, and fish tacos) 1/5:  you can get better fake cantina food at Wahoo's or even La Salsa.  Fir the price we paid, it was NOT at all acceptable.  The only saving grace was the so-so guacamole.\n\nDrinks (Diablo's own brew) 2.5/5:  decent beer, but for $8.00?  The beer should come in a bigger mug.\n\nMy gf and I was there yesterday, and I have to say it was quite disappointing......\n\nService 1/5:  We got our chips, beers, and main course within acceptable time.  However, I never got the hot sauce I politely asked for.  After 15 mins, AFTER I am done with my burrito, our waitress still did not bring the hot sauce or even check in with us to see if we needed anything \n\nOverall, somewhat acceptable food, over-priced, and unacceptable service.",Mexican,1.0
0,"I was in town visiting a friend and we wanted to get a mani/pedi together on the last day. After walking around the mall across the street and calling several places checking their availabilities for walk-ins, we decided on this place. \n\nThe place is definitely more of a tanning salon than anything else. The word I would use to describe the entire place is probably gaudy.  Walking into the place, the walls were pretty barren and the decorations looked like the inside of a Forever 21 dressing room, actually I'm pretty sure, the chandelier was the same one. Most of the people who worked there were very young and dressed like they were going out for the night, I guess given my previous experiences with salons / spas, were the workers were either dressed in uniforms / more conservatively covered, this was a bit unusual. \n\nThe quality of service was the worst service I've ever received for the amount that I paid. Maybe the range was typical for Scottsdale, but around Evanston, I can get a mani/pedi for $32 and receive better quality work, and at this place, I got a premium pedi / hot oil treatment mani for $53 combined not including tip. The color selection for the nail polishes were very limited and mostly, the colors were pretty loud and gaudy. The two women who worked on my friend and I seemed to be engaged in some sort of passive aggressive argument the entire time we were getting our pedicure, and that made it somewhat awkward. It's only been a couple of days after my manicure and huge chunks of nail polish has been chipped off of my nails and I definitely have not been doing any super strenuous activity since the manicure. \n\nMaybe the tanning service is a lot better, but as far as I'm concerned it was the worst $53 I've ever spent on nails.",Unknown,1.0
4,"hi, my name is sheri. please allow me to give you a verbal tour through veloce cibo. ;) \n\nthe ohana were fans way before i even discovered the breath taking views, delectable grub, great service, and unique design this place has to offer. the restaurant has it's own elevators which escort you to the 16th floor. if you see lemon trees everywhere you know you are at the right place. this caught me off guard at first and i didn't know what to think, but it has grown on me after my third visit. the architecture is absolutely beautiful and the dinning rooms are separated by glass (30 guests per room) so one can get a more intimate feel. when the sun goes down and the strip lights up, it's definitely a sexy view. \n\nas far as the food is concern, since i don't eat meat and the occasional seafood, i have only been able to enjoy the sushi, salads, and array of bread. \n\nsheri's picks:\nthe M Girl Roll - $15\nGodzilla Roll - $16\nSpinach Salad - $12\nBig Eye Tuna Tartare - $15\nStir Fried Eggplant - $8\n\nthere are tons more i would suggest, but let's start off easy. my family loves the Braised Short Ribs - $36. \n\nthe service has always been more than wonderful every visit. from the moment we walk up to the hostess counter to the moment we leave tip they are always super attentive, friendly, and accommodating. Mahalo Veloce Cibo!",Japanese,1.0
2,"Just the facts:\n- Great options for healthier eating\n- Unique non-meat sandwich options at lunch (portabello, grilled zucchini, black bean, etc.)\n- decent coffee\n- cute atmosphere and fun S&P shakers at the table\n- kind of pricey\n- I want to go back to try breakfast",Unknown,3.0
1,"Based on Yelp reviews, we dined at this restaurant recently on a double date. The building itself is adorable. Maybe used to be an old house? It's cozy and you feel like you will be served some home cookin' with a twist. Our appetizer of spinach artichoke dip was delicious but the meal declined after the beginning. My husband and I both ordered the chile relleno. The description looked fantastic but the polenta was bland and the chile itself (for not being heavily fried) was very greasy and left me wanting. One of our friends ordered the crab cakes which he described as fine. \n\nToward the end of our meal, a gnat was discovered floating in a Manhattan at our table. Our server was notified, she took the drink away after asking if our friend wanted a replacement (he declined) and we waited for our check. The drink was still included on the check and the waitress seemed a bit surprised when he asked for it to be removed. \n\nI think the reason I was so disheartened about this experience was we still ended up paying about $70 for our meal (just for myself and my hubs.) Unfortunately, Coronado is not worth the food, price or overall experience.",Unknown,1.0
0,"AVOID this place at all costs.  I've never been treated so disrespectful in my entire life. \n\nCame here last night with 3 friends after having dinner at Squid Ink since it's the only bar in the area.  Ordered a beer for myself and 2 of my friends and was promptly told that in order to get the drinks I would need to surrender my keys.  Ok... I told them and I gave them my keys even though I didn't even bring my car here.  My friends and I ordered shots, then went on the dance floor and goofed around having a good time.  When I went to order another drink I was told by the waitress that I was \""too drunk.\""  \""Excuse me?\"" I asked her, \""I've had 2 drinks!\""  When I asked for my keys back she just flatly told me, \""No.\"" I went to find a manager and a burly doorman asked me what was my \""problem.\"" I told him my problem was I was being refused service and I just wanted to get my keys and get out of this crappy bar.  He told me I would get my keys as soon as a cab got here. I told him a cab was on the way, and that never in my life had I been treated like a common criminal for doing nothing wrong!  I told him obviously you people don't want my business and I won't ever return.  That's when the doorman told me, \""That's fine, fags like you aren't welcome here.\"" That's when I completely lost my shit.  After the cab arrived I asked for my keys back. I was told, \""you're just planning on taking the cab to your car.\"" I told him my car was at home and I needed my keys to get into my house! He finally thew the keys at me and I got the heck out of there.\n\nI have no idea where the people come off treating someone like that.  I did nothing wrong and was called a hateful word and was treated like a common criminal. And my tab came to around $25 for 3 beers. Definitely avoid this place.",Unknown,1.0
1,"RA is OK. I like Happy hour mainly for the cheap food and Saki/beer. The sushi on the other hand is just meh! It's good but its not what I consider real sushi or quality sushi. It's Arizona Sushi! Coming from LA and San Diego, this would be pathetic sushi! But some it is OK and I can tolerate it at HH due to the prices. I would not go here during regular hours and regular prices.",Japanese,1.0
4,"I went here today after searching for somewhere to get brunch. I got one of the specials, snickers French toast, and two $3.50 bellinis. The French toast was AMAZING I ate ever last bite. The atmosphere was really cool, it felt like walking into someone's house. I'll definitely be back to check out the other menus.",Unknown,1.0
2,"I planned to give 2stars,my teens said that give another one for their yummy ice cream! There are about 5-6 favor of ice cream and they got very good verities of cakes. Their sashimi was bad quality,the oyster on the shell with bitter teaste.The prime rib was cold inside.Only the Chinese selection they made it good. $21.99/adult for dinner and weekends. $.99/yrs for kids under 10.",Chinese,1.0
4,"I have been getting my hair cut by Ramon for over 15 years- both my mom and I started going to Ramon before he opened his own salon.  She lives out of state now but still schedules a haircut with him anytime she can squeeze one in when she visits.\n\nFirst, the pragmatic things.  Every haircut I have had here has been awesome.  Mostly I get my hair cut by Ramon, sometimes I get my hair cut by Christina, either way, I always love it.  I look really young for my age and I am not great at doing my own hair and makeup, so having a nice haircut makes a big difference both at work and at play.  Ramon is also great at changing up my look when I ask for it, even if I have no idea what I want.  It's not cheap, but it's most certainly good value for the money.\n\nBut this salon also delivers on the less pragmatic aspects.  Ramon is a great, great guy- he's always nice and funny, asks about family and makes all his clients feel good about themselves.  He also does a lot to enrich the community (Maureen M's review sums it up perfectly). Ramon's staff is also amazing- nice, hard-working and talented.  Everyone makes you feel welcome and makes every haircut a fun experience.  This is definitely the type of business you want to support!\n\nRamon has been cutting my hair since I was an awkward teenager in middle school.  I'm now a professional in my late 20's, married (and looked great doing it, thanks to Ramon) and I still go to him.  I recommend you do the same :)",Unknown,1.0
4,"A bit pricey but completely worth it ! Especially if you go to their happy hour or reverse happy hour at night !!! Speciality drinks are delicious , service is really good even when super busy, and sushi is always fresh tasting ! Go on certain days and you'll run into the incredibly hot and super sweet bartender who is very knowledgable on everything in the kitchen as well as all drinks at the bar. Super patient every time I go with my difficult friends.",Japanese,3.0
1,"A lot of people I know consider Vegas a true desert when it comes to finding outstanding food. Food that blows you away and makes you want to come back to Vegas just for a particular restaurant. They say it's glitz and glamour, expensive and flashy, and food takes a backseat. No where else is this more true than STK. \n\nIt's a great looking restaurant. It's hip with loud music and good looking servers and bartenders. You're definitely not at a loss for eye candy with the patrons. Actually not a bad place for the fellas to have a group dinner if they want to drop some coin on a place where food isn't the emphasis. Unfortunately I was here dining alone on business and food was my only friend.\n\nI don't think I need to go in to detail because I've personally never cared for detailed reviews of mediocre food.  I will say this.... at some level a place like this does have to get certain things right.. I mean, people do have taste buds and people do come here. So as long as food isn't the emphasis and there's some other reason pulling you here: another person chose it, you want to oogle at hot bartenders, you like dining in a club atmosphere, you can probably get outa here satisfied. Just know whatever you order isn't going to be on any of your bests lists.",Unknown,3.0
2,"If I had more money, I would shop here more often. \n\nThere isn't a whole lot to write that hasn't been mentioned in other reviews. I hope the owner reads her Yelp reviews, because most other reviewers are absolutely right. The prices are a bit high and most items are national brands you can find elsewhere. The locally made jewelry is amazing, but a lot of it a little too \""granola\"" for my tastes. And itty bitty gold earrings for $88? \n\nI've gotten an adorable t-shirt with the word \""love\"" on the front and thank goodness I picked it up for half price- it was originally $80! Also picked up some Free People shorts, cute Havaianas- both at half off. Are you sensing a trend here? Love me a sale. \n\nIt's fun to stop in and just browse the jewelry, clothing, and home items. I don't know, maybe I'm missing something here...where did the sale rack go???",Unknown,1.0
2,"Place is cool, literally.  It's kind of small and it's expensive.  I laughed as I could go to be that cold to a football game all bundled up and tailgate :)  It's good for an experience, but not a place to go regularly.  Need how they have \""ice\"" glasses and all the ice furniture.",Unknown,3.0
2,"I came here yesterday after lounging at Nikki Beach. The place is part of the South Beach Marketplace and it has both Gelato and self serve frozen yogurt. They charge 49 cents per oz. which is quite pricey, but then again, it IS inside a casino. \n\nI ended up getting Dulce de Leche, Cheesecake, Peach Mango, and Plain. My favorite was definitely the Peach Mango because it was the closest to a tart flavor. The Dulce de Leche was also good, but I'm more of a tart person. Don't be fooled by the plain flavor. I guess I just assumed it was going to be \""plain tart,\"" but I was wrong. The plain flavor is exactly as titled, PLAIN. It literally tastes like nothing, so I would suggest not getting it. Even though their toppings selection isn't very big, the fruits were very fresh. You could tell they have them delivered fresh as opposed to getting frozen fruits to thaw and serve. \n\nI tried to limit myself on the froyo since I saw that it was 49 cents per ounce, but it still came up to $5.17. Since it adds up so fast, I think I'll just stick to Gelato next time because it'll probably be cheaper.",Unknown,1.0
3,"Stayed at Sam's Town in early 2009 for a few nights over a long weekend.  As I recall, it averaged out to about $33/night, which I thought was great at the time (I assume due to the economy having crapped out and tanking completely).  For the price, the room was amazing, especially since it included Friday and Saturday nights.  Also, it was a real non-smoking room, which was good; I can't stand smoke.\n\nWas with my daughter since we were both in the LV area to go to Front Sight for some classes (about 45 miles away, outside of Pahrump).  Yes, Sam's Town is a longer drive than from the main strip, or from Pahrump, but all the Pahrump hotels were sold out and I decided to be a cheap ass if I had to stay in LV itself.  I also did not want to stay in one of the $20/night hotels I normally stay in when on my own and forced to lodge in LV where you can still see the outline of a body from the police chalk on your room floor.  I had my daughter with me, figured I would upgrade to something fancier.\n\nWe were on the 2nd floor.  It was a little noisy in the evening, although by 10PM everything settled down after the last light show.\n\nThey have a laser light show with mechanical animals on top of an indoor water fall.  I found it humorously cheesy BUT... my daughter, who was 5 at the time, LOVED the entire show (which can be watched from your room window), especially the rigged stiff legged wolf that would roll out of a cave on top of the water fall and howl (bob it's mechanical head up and down).  It's almost two years later and my daughter still talks about this and wants to go back, just so she can see the stiff legged wolf come out of it's cave and howl.\n\nCan't comment on the casino or the food since I only was there to have an inexpensive place to sleep.\n\nIf the price is right I will definitely go to Sam's Town again, just so my daughter can see the mechanical wolf howl.",Unknown,1.0
1,"Had the WORST experience tonight which makes me sad to say because normally I have the most amazing time all because of Sun who is on vacation so I got stuck with someone else! So this is WHY I left a $2 tip on $40...first of all I made an appointment for a regular fill which in the middle of it he just starts taking off my nails telling me I need a new set, so I then agree & say I'll just get a regular manicure no new set or abutting! He then decides to do gel so when I go pick out a regular color I can't because he already started doing jel, he then tells me we're doing a gel manicure because it lasts longer... which I know is more money but I really didn't have a choice did I?! So frustrated! I then get one design & he charges me $5! This irritates me because I feel as if he was just trying to get more $$ I already know how much everything is, I clearly told him I'm on a budget which I guess didn't really matter so now he knows why he's lucky he got 2! When I'm leaving with nothing I came in wanting & less $$ in my wallet! I'll never go back unless it's with sun",Unknown,1.0
2,"first impression is clean and hipster'ish. not my scene but to each his own. barstools are extremely comforting and grab hold of your butt cheeks in a soft embrace coaxing you to stay a little longer. pretty decent draft beer selection complete with DFH 90 minute however at $7 a glass I will be opting for the 4 pack at lee's' $1 PBR at happy hour is a great bargain and the bar temptress was quick to keep them coming even at 6:59pm when HH ends at 7pm. very polite and smiley staff. this place is not my scene, i prefer more down to earth smokey stiff drink bars. but that is not why i give this place 3 stars.\n\nthe reason for the 3 stars is based soley on quality of food and pricing. we got the double cheese burger sliders. mind you they have a whole menu page dedicated to sliders. at $12 they were dismal at best. over charred and dry with a sprinkiling of carmelized onions. Mostly buns and no discernable sauce what-so-ever. onion rings for an extra $2 were obviously frozen as confirmed by one of my very close very well knowledged bar temptress friends. no dipping sauces included. my thought is out of a menu page of 15 sliders they cant even make the basic double cheeseburger slider scrumptious enough to make me swear off even white castle.\n\nbottom line go for the $1 PBR stay for the douchey sight seeing and the pleasant warmly lit atmosphere.",American,1.0
