label,text,cuisine,price_range
1,"I'll start this review by saying we've heard from friends that this Mexican restaurant was a great place to get a good margarita bigger then your head and some decent Mexican fare. As we're always looking to try out new restaurants, we thought this would become one of our new favs...and decided in the end that, sadly, it will not be on our list to revisit. \n\nNow, I will say I did not try the margarita (it was a \""school night,\"" so-to-speak), so I can't vouch for how delicioso it is. What we did end up ordering was the guacamole, which underwhelmed, and both the enchiladas and the tacos were mediocre. The service was quite slow (not sure if that was due to a lack of sufficient staffing or the fact that our server was more interested in the telenovela then us). \n\nOverall, would say for a stellar Mexican restaurant experience, we'll head back to Cantina 1511. Prices are a bit higher, but food, drinks, and service are always fantastic.\n\nUPDATE: shortly after posting this I received a note from the manager asking for additional details and requesting that we give Three Amigos one more try. On that alone we will go back and see if our experience was just a fluke. Responding to my review that quickly makes me think that they ARE serious about customer service. I'll post again once we've had a chance to check it out.",,
0,"I called to see how much a synthetic oil change would be, the guy said $54. I walk in literally 10 minutes later and ask for the same thing and the girl says $59. I told her the guy I talked to said $54 and that I also had a $10 off coupon from the last oil change I got at another sears location. She said they had a deal and it would be better to go with their promotion. 1 hour later they call me and say I need a new air filter , tire rotation, and coolant flush and they were having a friends and family discount so it would only be $80 for all that. I passed on that offer. I go back to pay and end up paying $54 the original quote I got on the phone. My $10 off coupon went to waste and they only offered me the F & F discount if I got all that other unnecessary stuff done yet the lady before me got the F & F discount on her oil change! I'm never coming back here or recommending this place to anyone and I hope them ripping me off was worth my loyal synthetic oil changes.",,
4,this is my go to bank. im suprised that this bank has such a low yelp rating.mthe store manager benjamin actually helped me open 2 savings accounts and taught me quite a bit about emergency savings and main saving. i am forever grateful as i am still very young- 16. and i dont know too much about money management. after spending an afternoon here talking with ben he was very helpful and understanding and met all of my banking needs. i go here to cash my checks every couple of weeks and i always put a chunk into each savings account.,,
4,"I came here and spent $40 (!) on dinner here, and you know what? It was worth every penny, if not for the desserts alone. Food was amazing (laser-cut crab legs!), and there was a very wide range of cuisines. Definitely would come again, but for lunch when it's (hopefully) cheaper.",,
1,Really disappointed with their selection this year and the only really cute styles they had were in size 5 in women's pretty much a waste of time unless you're getting the standard solid colors,,
0,"This isn't a review of their food - but rather of their means of advertising.  STOP DROPPING YOUR CHOPSTICKS IN MY FRONT YARD!  If you want my business, get better reviews (i.e. better food/service).  I had to dislodge your chopsticks from my tire yesterday!!  Annoying.....",,
2,This was a perfectly serviceable frozen yogurt joint.,,
4,"I absolutely ADORED Sushi Roku while living in LA for 10 years and am so happy to have them here in Vegas, too!  Had an awesome experience Friday night - great ambience and incredible food.  We had a great view of the Strip from our window table. Our server was very good and we had lots of attention from Johnny, the GM - he took extra care of us and made sure our experience was superb.  The sushi and cocktails are top notch - we tried the black truffle hand roll which was very flavorful and unique.   I recommend the shishito appetizer (Japanese peppers) - excellent preparation.  We also had seaweed salad, makoto roll and a roll from the specials - everything was super fresh and incredible.  We indulged in lychee martinis and even splurged on dessert.  And after an incredible meal, you get to walk it off afterwards by shopping in the Caesar's Forum - a perfect end. I love to take visiting company here, it's a great Vegas experience.  I will be back soon!!",,
2,"Mixed feelings. The apetizers were PER-FECT. Like, the best fish we had had in a loooong time. But then our second courses were so underwhelming it just didn't step up to the apetizers! It's quite pricey, too, because you need 5-6 plates to make it a dinner for two. I'm still pretty sure I will give it a second try just because the fish was so amazing.",,
1,Chicken fried chicken was dry but the green chili macaroni and cheese was good. Service was OK.,,
0,Their phone number is disconnected and their last and only 3 reviews  were in 2010,,
2,"Where do you go when you have a couple people you're trying to feed with varying levels of adventure-seeking when it comes to food? Brixx Pizza. It offers thin crust pizzas from the ordinary (margherita) to the unusual (spicy shrimp) to rich pastas to sandwiches and wraps.  You can get the crusts in either regular or gluten free (meh) but they also offer a vegan cheese which is pretty darn good!  I always got the Brixx spinach salad with salmon as my go-to dish that didn't make me feel guilty like a pizza, but alas, the average quality of salmon I've had hasn't been great the last year or two (across locations) and they've overcooked it.  So now my favorite salad is the arugula pear with spiced pecans- YUM! \nThey offer a large beer menu and you can get an \""MBA\"" - Master in Beer Appreciation which is like a passport of all the beers they offer. \nThe service tends to be generally attentive but not particularly happy- in sharp contrast to the staff of 10-15 years ago (I've been coming here a LONG time). The renovated restaurant is definitely more comfortable but I wouldn't say it's a place I would want to hang for a long time unless I'm outside.   \nIs it the best pizza in Charlotte? No. Is it a safe choice for just about anyone? Yes.",,
0,"Don't believe the hype. Mediocre food, service! For a place that is jammed packed you expect a lot more!\n\nWent there for dinner ordered the spring rolls which were mediocre at best the had the chicken penang which was ok and the had the charbroiled beef which was undercooked and very fatty. Waiter didn't ask how I wanted the beef cooked so I had two little pieces and my wife had the rest. Then the dessert had the mango sticky rice very salty ice cream tasted powdery very disappointed. Interior needs a makeover it's outdated and its not in the greatest part of town. Service was way too slow. I was eager just to leave this place.\n\nWould not go out of my way to eat here. Don't think I would come here again!!!!",,
3,"Place was pretty cool the music was awesome and the dance floor was sufficiently packed with room to move though. I don't know about the price because my friend and I were stopped and given wristbands to get in free. I had a really great time and I would definitely go again. The music was hip hop and top 40 which is what I like to dance to. There were some hot ladies dancing on stage and the DJ knew what he was doing. It was a lot of fun. There wasn't a dress code or anything, my friends were wearing flats and flip flops and myself and one of the other girls were in heels and jeans because we hadn't really planned on going to the clubs that night until the club promoter offered us free passes. The drinks were average price and were pretty strong. I loved it",,
0,"HORRIBLE. Each time you call it takes 10-30minutes for someone to answer the phone. When you go for your appointment, expect to wait for about 2 hours in the lobby. I am getting billed for things they say were fully covered. I am also getting billed for a \""missed appointment\"" that I had cancelled way ahead of time... which if it wasn't cancelled, they should've called to confirm which I would have told them was cancelled. These billings are non stop. When calling to wait that 20minutes to make the appointment, you have to schedule 1-2 months ahead.\n\nThough this place is nice and the medical staff is nice, the wait for everything is not worth it. There are better doctors and staff elsewhere.",,
4,Hubby and I tried this place for the first time a couple weeks ago. I was in search of Bubble Tea and discovered they had it. The food was amazing and the Thai Tea (with boba...hubby got a smoothie with boba) was what put this place up and over the top for us. We went back again this afternoon for lunch and was pleasantly surprised with 2 free egg rolls. We have found our new favorite Chinese restaurant!!!,,
2,"Now the Medley Buffet, We came here on a Friday for lunch for $9. We used 10k points for $10 of dine-in credit. \n\n- Like a Feast buffet but a different Chef. They took the chef from Red Rock. \n- They have a buy 1 for 2 promo Mon-Thurs only.\n- Ribs are tough.\n- I come for the Mexican food! Yum! \n- Make yourself taco fries and meatball tacos with sour cream! \n- No sushi for lunch\n- Single price is $9 with players card but at a station casino, it's $8. \n- Fried chicken is worth getting\n- Leave with an ice cream cone!\n- Good value.",,
0,Worst experience ever die up sells me for wax do the wax tell him to get VIP car wash don't even wash the interior didn't even wipe down the dashboard got no sense will never come back to this place,,
0,"Seriously? If you cuss the bartender will correct your word choice and possibly kick you out? Don't get me wrong, there's no need for gratuitous cursing, but it's called \""colorful language\"" for a reason -- it adds affect. Besides, this is an adult establishment, right? Where are the impressionable children and easily offended nuns? P*ss off.\n\nAs my accomplice said, \""This place is a f*cking time warp.\"" (Luckily out of ear-shot of the bartender.) That wasn't meant as a compliment. Rather, an observation of the tacky lounge-jazz on the juke box and inordinate amount of gaudy tiger decor filling up every square inch of wall space. Gag me.\n\nIf I'm brought back here, I'll be the one kicking and screaming in defiance.\n\n*For the record, I did not get kicked out. I just didn't like the feeling of having to watch my language so closely when I'm, go figure, AT A BAR!",,
4,"Omigod, I don't know how we managed to miss this place in the 9 or so years we've been in Vegas!  I'd heard about it forever, but finally went after a performance of La Cage aux Folles at the Smith Center ran a lot longer than we expected.  It was late, we were very hungry, and I figured they'd be open.\n\nI was unprepared for all the neon.  But I LOVE neon, so this place had my kind of vibe.  It took a long time to slog through the big menu, but as we were looking I was also noticing the size of the portions passing by, so we decided to share an omelet, with hash browns and a toasted bagel.\n\nThe omelet was gargantuan, and when I asked our waitress how many eggs it had, she said \""about 10.\""  That meant four eggs for me, since I always make sure hubby has a bigger portion.  That's usually my quota for six months.  I've never been a big fan of home fries, but these were the bomb;  I just couldn't stop eating them.  My only nit was the bagel, which was barely toasted, but I think even more toasting couldn't have saved it.  You can't pass off this thing with a whole to a New Yorker and really get away with it.  It looked like a bagel, but didn't quack like one.\n\nWe didn't have drinks, but had a good time looking at the mammoth drink being shared at the table next to us.  Next time we will indulge, either in the restaurant, or in the lounge, which I made sure to check out before we left.  Spectacular!, and I can't wait to try it.\n\nThis all took place the night before I was to leave for Jersey for an extended period.  The next night, friends were arriving from the East Coast, and where did hubby take them?  You guessed righ.  And that couple liked it so much that all three of them went back the next night, too.   With all that food, I hope I'll recognize my husband by the time I get back!\n\nPeppermill is the closest thing to our beloved East Coast Greek diners, but in true Vegas style, glitzier, bigger, brighter, and over the top.  In a good way.",,
1,"I love Thai food, coming from San Diego I am used to great Thai food but this place just didn't have it. The food was ok and the service was slow but the thing that got me was the use of Jalapeno in Thai food the flavor just wasn't right and when I asked for fresh Thai peppers I was given a pot with sliced jalapeno in fish sauce seemed like I was in a Mexican restaurant trying to do Thai food.\nAlso the first 3 things we tried to order were not available, either we were very unlucky or they were under supplied in the kitchen that day.",,
3,"So I heard this place was more \""disgusting\"" than XS.  Which means I had to go give it a try.  There is a line at about 8 o clock at this place...which means if you don't get in early, your pretty much waste your night waiting in line.  Cover was a bit more than XS, i paid $45, and when I got in I was sort of disappointed.   They have 3 levels.  The top level is a loungy area with pool tables where you can hang out.  The middle level is the main level with a decent sized dance floor and a patio that opens outdoors to a small pool.  The bottom floor is the hip hop floor which I though was a little tight and hard to get around.  The ambiance and decor is nice, but I prefer XS cause I just felt more comfortable there.",,
4,"I lived in Los Angeles for several years and enjoy vintage shopping. When I traveled to Tempe on business, I discovered the Meat Market Vintage shop. They carry quality vintage clothing and great prices.",,
1,"First time back to this place in several years.  Also one of the first times I've had a beer that was essentially undrinkable.  Fun environment, but I wouldn't go back again for the beer alone.",,
0,"overpriced, overrated and bad service\n\nMy family and I (5 with three kids) decided to try Serendipity 3 after reading some great reviews on it in our hotel places to eat booklet.  They had it rated with Bouchons in the Venetian which is an absolutely great place to dine.  Serendipity was horrible..overpriced very basic root beer floats and shakes that cost half the total bill.  I've had much better in Johnny Rockets or McDonalds(seriously) for shakes. Service was bad.  It took about 30 min for those basic root beer floats and shakes.  Then the food was bland with no taste..I had chicken pot pie, my wife had the don't be afraid of my alfredo....be afraid of the Alfredo.  Olive Garden is better.  All the entrees were bad except for my sons wings...they were ok...not good but ok.  Don't fool yourself..this is not a good place to eat.  Vegas has so many other better choices.",,
3,"This is a solid little bakery/deli. If you know me at all, you know I love my Middle Eastern food and I love little Middle Eastern places like this. So, without being biased, I'll list what was good from this particular spot:\n\nGreat lemonade which is accented by orange flower.\n\nGreat falafel! Yes, the falafels here are wonderful and bite size!\n\nGreat pitas. A little on the pricey side for a bag of them, but I've been eating them all week and I don't feel like I wasted a penny. \n\n**They also make their own pita chips dusted with za'atar! Those with some labne would be scrumptious!**\n\nGood shawerma, got a pita sandwich with tahini and was pretty pleased.\n\nOkay hummus. Definitely not the best I've had, but much better than the plain stuff you might get from a super market.\n\nI'm definitely going back to try more! Next on my list are the spinach pies, their labne and their fresh pitas covered in za'atar.",,
0,"As someone else mentioned, I wish I could give zero or negative 10 stars. This service is horrible. I've had Clearwire for over two years. The first year was great. As they grew and became more popular in Vegas, however, it got worse and worse.\n\nClearwire throttles heavy users. They don't admit to doing it, but they do. Usually it only happens to me at night when their usage is heaviest. Today, it's been all day long. It is worse than dial-up. I work from home and I find this intolerable.\n\nI called Clearwire and they again repeated the lie that they don't throttle (even though you can find proof from other users posted all over the Internet). I ran a speed test and, check this out. They promise 4G service. My download speed is 2.09 Mbps, upload is .28. Yes. . .point two eight. As I type this there is at least a one second lag before each letter shows up.\n\nI am so over this. Yes, it's cheap. But if you depend on being able to work online, spend the extra money for a better service. I did a lot of research and am having CenturyLink installed tomorrow. Yes, they actually gave me a next-day appointment. I've read negatives about both Cox and CenturyLink, but nothing can be as bad as Clear so I'm not worried.\n\nIf all you do is check your email and do light Internet surfing, you may be fine. But if you want to watch YouTube videos, download photos or anything normal users do, forget it. It is not worth even the small amount they charge.",,
2,"As much as I love this place'a good (which is whys gave three stars), they constantly get my order wrong. I order no pico, it comes with pico. I order guacamole, it comes with none. Sometimes I am missing whole items. There is never consistency and I just assume my order will be wrong. The kicker is, they always read my order back to me. Hopefully it gets better, but I suggest going in to ensure you get everything correct.",,
1,"For a place with so many vegetarian options, I've been sorely disapointed to see that most of them include the same couple vegetables. I don't consider myself a picky eater, but the vegetables I don't care for much are summer squash, cauliflower and undercooked broccoli. Somehow, they seem to be featured in most vegetarian dishes they serve.\n\nThe other option is their medeterrianian style food, in which case, head across apache to Haji Babas pronto and get some authentic cooking for half the price. Last time I went there, I almost ran across the street and bought a tub of hummus to show them what it should taste like. \n\nI'll eat here if someone else is paying, but I usually try to talk them into something else. The food is consistantly edible, but nothing special.\n\nI can sum this review up in one word: BLAND",,
2,WHEN do they EVER have the show going on?? Been there two times: dinner and was told have to go to Sunday brunch for show. Sunday brunch today STILL NO SHOW???!!!!,,
3,"I lived in the Charlotte area again from 2010 to early 2013, and my wife and I ate at this Brixx location on several occasions. I love a good wood-fired pizza, and Brixx doesn't disappoint. Not a big beer drinker, so can't comment on that, but the pizza is great. I have also eaten at the one in Dilworth. Different vibe, but same great food. Now that I am back in Colorado, my best wood-fired pizza is A-Town in Aurora (which is great), but it lacks the ambiance of Brixx.",,
3,Excellent wine by the glass. Cheese and meat platters delicious !,,
1,"I had the chance to eat here over Dad's Weekend this past fall.  The food was overpriced for the level of quality.  The restaurant was very loud, and my party was seated right next to the kitchen. To make matters worse, the lighting in place feels like stage spotlights.\n\nI miss the old downtown Champaign location.  The Urbana restaurant lacks the charm and coziness that the Great Impasta once had.",,
2,2.70 stars.\n\nThe Flamingo is one of the iconic hotels and is right smack in the middle of the strip so as far as location you couldn't get much better.  It is nice to have a short walk to the strip rather than the customary 1/4 mile hike that you get at most mega hotel/casino's.\n\nThe lobby area is interesting with all of it's marble and retro decor.  The rooms are dated and a little tired but it's not entirely bad...sort of a throw-back to the Vegas heyday.\n\nDid I mention it's right on the strip?,,
4,"Wow! I'm really glad I came here tonight! I've heard lots of good things about this place and finally came here for dinner tonight. What a treat!  It turned out to be a really positive experience, and I had a good time.\n\nMy friend and I were seated right away and we decided to sit inside instead of on the patio. Neither of us had been here before, but since it seems to be a popular joint, and we had an idea of what to expect.  The place is an old house turned restaurant, and its really well decorated.  Nothing over done, but done just right.\n\nOur server was real a real cute guy, and he told us all about the menu.  If you want to get one pizza and do half and half, you can do that.  They also have a great wine and alcohol menu as well, and I wish I would have ordered something to go with my pizza.\n\nI went with the dovita pizza, which came with cheese and salame.  Tasty!  My friend got a half and half pizza, but I can't remember which one.  Food was all around good, and service was awesome.\n\nI would love to return in the future as it was a really wonderful experience.  I love you Cibo!!",,
2,"If you are a football fan this is the place to be. There are more TVs than you can watch and they play all the games at the same time. They don't have the best drink specials, but they do have a \""Big Unit\"" hot dog that is almost 2 feet long. BOOM!\n\nThe dudes wear make-up like Alice Cooper and the outdoor patio is nice when the weather cools off. Solid 3.",,
4,"Tried unPHOgettable, the name captured me. Had #8 pho and my brother had #25, they were both ridiculously delicious. My pho was cooked amazingly well, added tofu, which was brilliant, and the jasmin iced tea was pretty great as well. Anybody who wants a well priced delicious bowl of pho, this is your next stop!",,
4,"Yelp is just such a help when searching for places to eat. Having come across this on yelp we decided to give it a try. The parking lot is waaaay tooooo small for the amount of people who dine here, but somehow we managed to secure a parking spot. \nOnce inside we found out that there was a wait, but she mentioned that there was availability at the bar. We immediately decided to sit at the bar and we were waited on right away.\nAll of the burgers looked great and we both had no complaints over our food whatsoever. Very tasty and loved the fries as well. \nI would go again in a heartbeat, and certainly hope they make their way to Raleigh some time soon.",,
3,Really impressed with the service and selection. They have a system where you turn an egg on the top of the table to notify the staff if you need help!,,
3,"I've always held a special place in my heart for Cheba Hut. It was definitely a college staple. Who would want a full \""Blunt\"" of \""The Kind?\"" Yes, it may have a little of the pothead culture to the place but that adds to the appeal. \n\nThe sandwiches are baked, which really brings out the flavor of the meat and cheese. The toppings are always fresh and delicious. Who doesn't like that they have Kool-Aid on their drink menu? \n\nCheba is definitely a spot I love to hit every time I am in Tempe. The atmosphere is great and the staff is really laid back. Who'd a thunk? If you are looking for a good place to get a great sandwich, definitely check this place out. So much better than the chain stores out there.",,
1,"Went twice to this restaurant. During the first time we were given French menus and had to wait for another table for them to order and take their menus and they were taking long. Also, there was no pizza which is one of the signature dishes. The service was very slow. \nThe second experience was even worse. The service was slow and bad. We were the first to be in the restaurant and were the last to get our food. The food came cold. The ambiance was weird, from well-known symphonies to radio station music and shows. It sounded like we were in the gas station across the street. There are some good dishes but it wasn't worth the bad service and weird ambiance. \nFinally, this restaurant is defiantly overpriced.",,
4,"By far my favourite chain steakhouse. Went here for my boyfriends birthday. We had a room at Harrah's so we just had to take the elevator down to the restaurant. I even got to collect Total Rewards Points on the meal.  I'm shocked we didn't eat here every night. \n\nDisappointed no one offered my boyfriend dessert since it was his actual birthday and I must have mentioned it the staff at least twice. I'm not going to dock stars for that, because we were too full for dessert.",,
0,"Avoid this place like the plague.  Jack isn't a nice guy, he isn't dependable and he will lie straight to your face.\n\nBrought my car in because the check engine light was on and we had been told we needed to replace the timing belt.  They were the most resonably priced (what a joke that phrase turned out to be) and could have it back to us a few days.\n\nNow the nightmare began. \n\nAfter over $1,400 dollars in repairs, I picked up my car and drove home.  The following morning, same problems with the car - misfiring and the check engine light was back on.  Back to the shop we go.  Now we have new problems!  $500 later, more repairs.  The next day, car was misfiring and you guessed it, check engine light back on.\n\nBack to the shop we go!  More work (that they didn't charge us for, but I don't believe was really done) and they PROMISE the car is better than new.  \n\nRiiiiight....\n\n10 miles down the road, car is misfiring again and the check engine light is back on.  And where did we go the next morning?  Back to the shop - but this time Jack, the owner, was there.  And what an unplesant, rude, disrespectful man he is.  I cannot believe he owns a business.  He flat out lied to my face when he told me that \""Chuck\"" had drained my gas tank and found it full of gunk.  Funny, I had the same amount of gas when I dropped it off and no one had mentioned that had been done.\n\n2 days later, now we are being told the computer is fried - another $2k worth of work.  What?!?  Oh, and today Jack emptied the tank.  Interesting, as Jack told me it had been done 2 days before.  And when he did?  He \""forgot\"" to fill it back up, leaving me with fumes to make it to the gas station.\n\nThe car is now at the dealership, which is where I should have taken it to begin with.  Not trust some shady, rude, liar.  \n\nI wouldn't take a Barbie car to this \""repair\"" shop.  Hopefully they won't be in business much longer and won't be ripping off other people.",,
1,Good food but my service sucked. The waitress brought the wrong dish and insisted it was what I ordered and refused to bring the correct dish. What's with that? I didn't eat it and they refused to take it off my bill.,,
0,"Food (chips & salsa, pulled chicken burrito, and fish tacos) 1/5:  you can get better fake cantina food at Wahoo's or even La Salsa.  Fir the price we paid, it was NOT at all acceptable.  The only saving grace was the so-so guacamole.\n\nDrinks (Diablo's own brew) 2.5/5:  decent beer, but for $8.00?  The beer should come in a bigger mug.\n\nMy gf and I was there yesterday, and I have to say it was quite disappointing......\n\nService 1/5:  We got our chips, beers, and main course within acceptable time.  However, I never got the hot sauce I politely asked for.  After 15 mins, AFTER I am done with my burrito, our waitress still did not bring the hot sauce or even check in with us to see if we needed anything \n\nOverall, somewhat acceptable food, over-priced, and unacceptable service.",,
0,"I was in town visiting a friend and we wanted to get a mani/pedi together on the last day. After walking around the mall across the street and calling several places checking their availabilities for walk-ins, we decided on this place. \n\nThe place is definitely more of a tanning salon than anything else. The word I would use to describe the entire place is probably gaudy.  Walking into the place, the walls were pretty barren and the decorations looked like the inside of a Forever 21 dressing room, actually I'm pretty sure, the chandelier was the same one. Most of the people who worked there were very young and dressed like they were going out for the night, I guess given my previous experiences with salons / spas, were the workers were either dressed in uniforms / more conservatively covered, this was a bit unusual. \n\nThe quality of service was the worst service I've ever received for the amount that I paid. Maybe the range was typical for Scottsdale, but around Evanston, I can get a mani/pedi for $32 and receive better quality work, and at this place, I got a premium pedi / hot oil treatment mani for $53 combined not including tip. The color selection for the nail polishes were very limited and mostly, the colors were pretty loud and gaudy. The two women who worked on my friend and I seemed to be engaged in some sort of passive aggressive argument the entire time we were getting our pedicure, and that made it somewhat awkward. It's only been a couple of days after my manicure and huge chunks of nail polish has been chipped off of my nails and I definitely have not been doing any super strenuous activity since the manicure. \n\nMaybe the tanning service is a lot better, but as far as I'm concerned it was the worst $53 I've ever spent on nails.",,
2,Absurdly massive burritos. Beyond that it's just pretty typical Mexican.,,
0,"Not so great first impression from this joint. My boyfriend ordered a carne asada burrito with meat, cheese, beans, and rice only. Of course, we get all the way home and it has onions and guacamole on it. He's pretty fortunate that I tried a bite of it first, since he's allergic to onions! So we took it back to them and they acted as if they expected it to be wrong. It was really kind of weird. Got a refund and went to Faustos instead.",,
4,amazing italian food and great service. I can't wait to go back.,,
3,"Best burger spot around the area. Great service,  tasty burgers, and the prices aren't bad",,
4,"hi, my name is sheri. please allow me to give you a verbal tour through veloce cibo. ;) \n\nthe ohana were fans way before i even discovered the breath taking views, delectable grub, great service, and unique design this place has to offer. the restaurant has it's own elevators which escort you to the 16th floor. if you see lemon trees everywhere you know you are at the right place. this caught me off guard at first and i didn't know what to think, but it has grown on me after my third visit. the architecture is absolutely beautiful and the dinning rooms are separated by glass (30 guests per room) so one can get a more intimate feel. when the sun goes down and the strip lights up, it's definitely a sexy view. \n\nas far as the food is concern, since i don't eat meat and the occasional seafood, i have only been able to enjoy the sushi, salads, and array of bread. \n\nsheri's picks:\nthe M Girl Roll - $15\nGodzilla Roll - $16\nSpinach Salad - $12\nBig Eye Tuna Tartare - $15\nStir Fried Eggplant - $8\n\nthere are tons more i would suggest, but let's start off easy. my family loves the Braised Short Ribs - $36. \n\nthe service has always been more than wonderful every visit. from the moment we walk up to the hostess counter to the moment we leave tip they are always super attentive, friendly, and accommodating. Mahalo Veloce Cibo!",,
2,"Just the facts:\n- Great options for healthier eating\n- Unique non-meat sandwich options at lunch (portabello, grilled zucchini, black bean, etc.)\n- decent coffee\n- cute atmosphere and fun S&P shakers at the table\n- kind of pricey\n- I want to go back to try breakfast",,
1,"Based on Yelp reviews, we dined at this restaurant recently on a double date. The building itself is adorable. Maybe used to be an old house? It's cozy and you feel like you will be served some home cookin' with a twist. Our appetizer of spinach artichoke dip was delicious but the meal declined after the beginning. My husband and I both ordered the chile relleno. The description looked fantastic but the polenta was bland and the chile itself (for not being heavily fried) was very greasy and left me wanting. One of our friends ordered the crab cakes which he described as fine. \n\nToward the end of our meal, a gnat was discovered floating in a Manhattan at our table. Our server was notified, she took the drink away after asking if our friend wanted a replacement (he declined) and we waited for our check. The drink was still included on the check and the waitress seemed a bit surprised when he asked for it to be removed. \n\nI think the reason I was so disheartened about this experience was we still ended up paying about $70 for our meal (just for myself and my hubs.) Unfortunately, Coronado is not worth the food, price or overall experience.",,
4,"Great service, great price, great work and a quick response time. What else can you ask for? I highly recommend Chavez LawnCare.",,
4,"The brisket blew my mind.While I am no expert,I did grow up in Texas and good bar b q was a regular thing for me growing up.That brisket reminds me of home.",,
3,"Ice cream?  Sure...I'd love some ice cream.  But, instead of a normal amount, could I possibly get a trough of ice cream, a KFC bucket-sized portion?\n\nSure, man...just go to Orange Leaf.\n\nI'm not sure I'm a fan of this new fad of self-serve depth charges of ice cream, but what the heck.  I'll play along.  \n\nMy kid loves this place.  She usually eats more in toppings than in ice cream.\n\nI enjoy the buffet of toppings, and occasionally they have a flavor of ice cream that's fantastic, but a lot of it is a little bland.",,
3,It's your typical coffee shop. The bathrooms were clean and service friendly.,,
2,"Love, love the decor. This is definitely a perfect place for a date or someone to impress, it's very serene and tranquil and was just a complete relaxation from the usual (but I'm probably saying this because I went right when they opened so it wasn't overly crowded with noise and chatter.) The service was excellent, they were friendly, professional and had immaculate timing with food, refills, etc. (probably because I was one of the few there at the time but still you'd be amazed at how many restaurants suck at this). I also really liked the bathrooms, they weren't the usual dingy bathroom, it kind of felt like a hotel bathroom. I know ... a bathroom review is weird but sometimes it's just good to know. \n\nI had the E-Haan Sausage, Calamari, Spinach Salad, Drunken Noodles and the Salmon Avocado Curry. The curry was recommended as the \""best dish ever in the city\"" by the server and with that bold statement I knew it would fail to live up to expectations. It was good, not a standout but still good. The calamari was actually really good much to my surprise. It wasn't over breaded, had the perfect consistency and the sauce was spicy but sweet, a good complement. \n\nThe E-Haan Sausage was different, you wrapped it in a lettuce wrap and it had different toppings, original, good and different. The drunken Noodles tasted like...drunken noodles. Nothing outstanding, they tasted exactly what they were supposed to taste like. \n\nI was a little confused about the hype over the spinach salad. The lime dressing is actually amazing, I love lime and I could drizzle that stuff over anything but the actual salad is just fried lettuce or tempura battered lettuce. I have an inner fat kid so anything fried tastes good, I'm not a fan of carrots but guess what's good? Fried carrots. Almost anything fried can be good so I'm not sure why this dish is overhhyped.\n\nAll in all not a bad place to check out, good environment, good wine selection, but not five stars because the food was good, but I can't see myself ever craving it or telling someone they have to go here to try a specific dish.",,
0,Me & some friends came here for lunch but an hour pass by & we never received our food... we end up leaving because our lunch time was over... never coming back to this restaurant,,
0,"AVOID this place at all costs.  I've never been treated so disrespectful in my entire life. \n\nCame here last night with 3 friends after having dinner at Squid Ink since it's the only bar in the area.  Ordered a beer for myself and 2 of my friends and was promptly told that in order to get the drinks I would need to surrender my keys.  Ok... I told them and I gave them my keys even though I didn't even bring my car here.  My friends and I ordered shots, then went on the dance floor and goofed around having a good time.  When I went to order another drink I was told by the waitress that I was \""too drunk.\""  \""Excuse me?\"" I asked her, \""I've had 2 drinks!\""  When I asked for my keys back she just flatly told me, \""No.\"" I went to find a manager and a burly doorman asked me what was my \""problem.\"" I told him my problem was I was being refused service and I just wanted to get my keys and get out of this crappy bar.  He told me I would get my keys as soon as a cab got here. I told him a cab was on the way, and that never in my life had I been treated like a common criminal for doing nothing wrong!  I told him obviously you people don't want my business and I won't ever return.  That's when the doorman told me, \""That's fine, fags like you aren't welcome here.\"" That's when I completely lost my shit.  After the cab arrived I asked for my keys back. I was told, \""you're just planning on taking the cab to your car.\"" I told him my car was at home and I needed my keys to get into my house! He finally thew the keys at me and I got the heck out of there.\n\nI have no idea where the people come off treating someone like that.  I did nothing wrong and was called a hateful word and was treated like a common criminal. And my tab came to around $25 for 3 beers. Definitely avoid this place.",,
2,Walking distance to my apartment. The service is ok . The food is really good . I reccomend the sliders or fish and chips are really good. T.V's are kinda small for a sports bar and grill. I go back for the happy hour 2for 1 bud or margaritas .,,
2,"This is your normal Mexican restaurant. Although I eat there at least twice a week, I do not think there is anything special about the food. I do love their bean and cheese burrito but that isn't all that hard to make. \n\nThe atmosphere is very casual and there are always kids there. If you can enjoy your meal while sitting in a loud place, then Rosita's is for you. I usually get my food to-go. \n\nThe service is good as well, but once again it's nothing special.",,
1,"RA is OK. I like Happy hour mainly for the cheap food and Saki/beer. The sushi on the other hand is just meh! It's good but its not what I consider real sushi or quality sushi. It's Arizona Sushi! Coming from LA and San Diego, this would be pathetic sushi! But some it is OK and I can tolerate it at HH due to the prices. I would not go here during regular hours and regular prices.",,
4,"I went here today after searching for somewhere to get brunch. I got one of the specials, snickers French toast, and two $3.50 bellinis. The French toast was AMAZING I ate ever last bite. The atmosphere was really cool, it felt like walking into someone's house. I'll definitely be back to check out the other menus.",,
4,What can I say!  I love me some starbucks...period,,
2,"I planned to give 2stars,my teens said that give another one for their yummy ice cream! There are about 5-6 favor of ice cream and they got very good verities of cakes. Their sashimi was bad quality,the oyster on the shell with bitter teaste.The prime rib was cold inside.Only the Chinese selection they made it good. $21.99/adult for dinner and weekends. $.99/yrs for kids under 10.",,
